"","country","election_year","age","gender","men","education","unemployed","blue_collar","household","rural","gov_perform","diss_dem","diss_econ","democrats","lrself","trust_pol","vote_fn","election"
"12892","France",2012,25,"Female",0,3,0,0,6,0,5,8,4,9,6,3,0,"2012"
"12902","France",2012,54,"Male",1,3,0,1,4,0,5,10,5,11,4,4,0,"2012"
"12913","France",2012,38,"Male",1,5,1,0,6,0,1,7,5,9,9,4,0,"2012"
"12922","France",2012,38,"Male",1,5,0,0,8,0,6,11,5,11,3,2,0,"2012"
"12962","France",2012,53,"Female",0,3,1,0,7,0,5,11,5,10,8,3,0,"2012"
"12972","France",2012,48,"Female",0,5,1,0,1,0,3,5,1,9,5,6,0,"2012"
"12992","France",2012,36,"Male",1,5,1,0,4,0,6,11,4,11,1,4,0,"2012"
"13002","France",2012,22,"Male",1,5,0,0,1,0,4,7,4,11,7,3,0,"2012"
"13022","France",2012,66,"Male",1,5,0,0,9,0,1,9,4,10,11,2,0,"2012"
"13042","France",2012,70,"Male",1,3,0,0,5,0,3,7,5,10,9,4,0,"2012"
"13052","France",2012,45,"Male",1,5,0,0,10,0,2,3,2,11,9,2,0,"2012"
"13062","France",2012,78,"Female",0,2,0,0,6,0,6,10,7,9,8,6,0,"2012"
"13072","France",2012,77,"Female",0,1,0,0,6,0,5,6,4,9,5,8,0,"2012"
"13082","France",2012,28,"Male",1,5,0,0,9,0,4,7,7,11,9,1,0,"2012"
"13092","France",2012,55,"Male",1,3,0,1,5,0,4,11,4,11,9,4,1,"2012"
"13113","France",2012,70,"Female",0,3,0,0,1,0,4,11,6,11,10,6,0,"2012"
"13122","France",2012,46,"Female",0,5,1,0,1,0,1,1,1,7,1,1,0,"2012"
"13132","France",2012,35,"Male",1,3,1,1,3,0,3,7,5,11,1,1,0,"2012"
"13162","France",2012,50,"Female",0,2,1,1,1,1,6,8,6,6,1,6,1,"2012"
"13172","France",2012,59,"Female",0,3,0,0,7,1,1,5,1,9,8,1,0,"2012"
"13182","France",2012,33,"Female",0,3,0,0,3,1,3,5,3,3,4,3,0,"2012"
"13192","France",2012,32,"Male",1,3,0,0,7,1,2,8,7,9,11,3,0,"2012"
"13202","France",2012,69,"Male",1,5,1,0,2,0,7,11,3,10,4,6,0,"2012"
"13222","France",2012,60,"Male",1,3,1,0,2,1,3,6,3,6,6,3,1,"2012"
"13232","France",2012,39,"Male",1,5,0,0,8,1,3,11,5,10,8,2,0,"2012"
"13252","France",2012,37,"Female",0,3,0,0,10,1,4,10,4,11,8,4,0,"2012"
"13272","France",2012,68,"Female",0,2,0,0,9,1,6,10,6,11,6,7,0,"2012"
"13302","France",2012,52,"Female",0,3,1,0,6,0,5,9,5,11,9,3,0,"2012"
"13332","France",2012,81,"Male",1,1,0,1,3,0,5,10,4,11,1,9,0,"2012"
"13342","France",2012,65,"Female",0,3,1,0,4,0,4,7,2,11,1,3,0,"2012"
"13352","France",2012,40,"Male",1,5,1,0,10,0,5,8,4,11,4,6,0,"2012"
"13392","France",2012,65,"Female",0,3,0,0,2,1,6,2,6,11,9,5,0,"2012"
"13402","France",2012,51,"Male",1,3,0,0,8,1,4,9,4,10,8,4,0,"2012"
"13413","France",2012,48,"Male",1,3,0,0,2,1,6,7,1,8,9,1,0,"2012"
"13432","France",2012,79,"Male",1,1,0,0,2,1,6,1,1,9,6,2,0,"2012"
"13452","France",2012,78,"Female",0,1,0,0,2,1,6,8,4,10,5,6,0,"2012"
"13462","France",2012,78,"Female",0,1,0,0,3,1,4,10,1,9,10,4,0,"2012"
"13472","France",2012,62,"Female",0,5,1,0,9,0,8,9,7,11,2,5,0,"2012"
"13502","France",2012,44,"Female",0,3,1,0,7,0,4,6,5,9,6,3,0,"2012"
"13542","France",2012,29,"Female",0,5,0,0,6,0,6,10,4,11,1,4,0,"2012"
"13592","France",2012,64,"Female",0,3,1,1,1,0,2,8,4,11,11,7,0,"2012"
"13602","France",2012,77,"Male",1,3,0,0,5,0,6,8,1,9,6,3,0,"2012"
"13613","France",2012,74,"Male",1,1,0,0,4,1,1,1,1,11,9,1,1,"2012"
"13622","France",2012,23,"Female",0,5,0,0,3,0,7,9,6,11,6,5,0,"2012"
"13632","France",2012,74,"Male",1,2,0,1,2,0,6,8,6,6,6,2,0,"2012"
"13702","France",2012,46,"Female",0,5,1,0,9,0,4,10,4,11,5,2,0,"2012"
"13713","France",2012,58,"Male",1,1,0,0,1,0,4,7,6,9,8,4,0,"2012"
"13752","France",2012,56,"Female",0,3,1,0,5,1,9,9,5,11,4,7,0,"2012"
"13772","France",2012,65,"Female",0,2,1,1,1,1,6,9,5,11,6,4,0,"2012"
"13782","France",2012,47,"Female",0,5,0,0,9,1,8,10,6,11,4,5,0,"2012"
"13792","France",2012,50,"Male",1,3,0,0,8,1,2,5,2,9,9,3,0,"2012"
"13822","France",2012,43,"Male",1,4,0,0,10,1,4,10,4,11,7,6,0,"2012"
"13832","France",2012,68,"Female",0,3,0,0,4,1,3,6,2,8,7,1,0,"2012"
"13842","France",2012,53,"Male",1,3,1,0,5,1,4,5,5,9,6,1,1,"2012"
"13872","France",2012,76,"Female",0,1,0,0,3,1,6,6,5,9,6,6,0,"2012"
"13882","France",2012,33,"Female",0,5,1,0,8,1,2,10,4,10,6,3,0,"2012"
"13902","France",2012,63,"Male",1,3,1,0,6,1,7,10,6,10,4,7,0,"2012"
"13913","France",2012,57,"Male",1,3,0,0,8,1,6,10,6,11,6,3,0,"2012"
"13932","France",2012,50,"Female",0,3,0,0,4,0,6,3,6,11,11,7,0,"2012"
"13942","France",2012,44,"Female",0,5,1,0,10,1,8,2,5,11,4,6,0,"2012"
"13962","France",2012,41,"Male",1,5,0,1,7,1,1,6,6,9,9,3,0,"2012"
"13982","France",2012,31,"Male",1,1,0,0,2,1,3,7,7,10,6,2,0,"2012"
"13992","France",2012,76,"Female",0,1,1,1,5,1,6,10,5,9,8,3,0,"2012"
"14032","France",2012,40,"Female",0,5,1,0,10,1,6,10,8,11,4,6,0,"2012"
"14062","France",2012,49,"Female",0,3,0,0,7,1,4,6,3,9,3,1,0,"2012"
"14072","France",2012,65,"Male",1,3,1,0,4,0,6,8,5,5,8,3,0,"2012"
"14082","France",2012,49,"Female",0,3,1,0,2,1,3,5,2,8,6,2,0,"2012"
"14092","France",2012,42,"Female",0,3,0,0,8,1,6,9,5,8,9,6,0,"2012"
"14122","France",2012,33,"Female",0,5,0,0,5,1,3,9,3,9,3,4,0,"2012"
"14172","France",2012,29,"Male",1,3,1,1,8,1,8,11,8,11,4,4,0,"2012"
"14182","France",2012,53,"Female",0,5,1,0,6,1,6,2,5,11,6,5,0,"2012"
"14202","France",2012,50,"Female",0,5,1,0,9,1,5,7,3,11,4,1,0,"2012"
"14232","France",2012,31,"Female",0,5,0,0,10,0,6,8,5,11,4,6,0,"2012"
"14242","France",2012,48,"Female",0,5,1,0,9,0,4,9,2,11,1,4,0,"2012"
"14252","France",2012,62,"Female",0,5,1,0,6,0,5,2,4,11,3,5,0,"2012"
"14262","France",2012,36,"Male",1,5,1,0,2,0,1,11,1,8,6,2,0,"2012"
"14272","France",2012,28,"Male",1,5,1,0,6,0,2,9,4,9,9,3,0,"2012"
"14302","France",2012,42,"Male",1,5,0,0,10,0,5,11,3,11,5,6,0,"2012"
"14322","France",2012,37,"Female",0,5,0,0,8,0,4,10,4,9,4,5,0,"2012"
"14342","France",2012,36,"Male",1,5,0,0,10,0,7,10,5,11,4,6,0,"2012"
"14362","France",2012,79,"Female",0,2,0,0,5,0,6,8,6,11,1,8,0,"2012"
"14382","France",2012,20,"Female",0,3,1,0,1,0,7,9,6,11,3,4,0,"2012"
"14392","France",2012,32,"Female",0,5,0,0,7,0,7,11,5,11,3,7,0,"2012"
"14402","France",2012,76,"Female",0,5,0,0,7,0,6,10,4,11,1,8,0,"2012"
"14413","France",2012,60,"Male",1,3,0,0,3,0,7,9,5,11,3,3,0,"2012"
"14422","France",2012,53,"Male",1,3,1,0,5,0,6,6,4,11,1,6,0,"2012"
"14432","France",2012,35,"Female",0,5,0,0,6,0,2,10,4,11,5,4,0,"2012"
"14462","France",2012,81,"Female",0,5,0,0,7,0,5,11,5,11,7,6,0,"2012"
"14472","France",2012,35,"Male",1,5,1,0,3,0,3,6,5,11,2,2,0,"2012"
"14482","France",2012,64,"Female",0,1,0,0,3,0,5,8,7,11,9,8,0,"2012"
"14492","France",2012,66,"Male",1,5,1,0,3,0,4,9,4,11,8,6,0,"2012"
"14532","France",2012,52,"Male",1,3,0,0,8,0,1,5,1,11,6,1,0,"2012"
"14542","France",2012,42,"Female",0,5,0,0,10,0,2,7,3,11,1,2,0,"2012"
"14552","France",2012,63,"Male",1,2,1,0,3,0,6,8,3,8,6,1,1,"2012"
"14572","France",2012,55,"Female",0,5,1,0,1,0,7,10,7,11,3,5,0,"2012"
"14592","France",2012,89,"Female",0,5,0,0,3,0,2,6,3,8,11,5,0,"2012"
"14602","France",2012,60,"Male",1,5,0,0,10,0,3,6,4,11,6,4,0,"2012"
"14662","France",2012,21,"Female",0,5,0,0,3,0,6,7,6,5,6,3,0,"2012"
"14692","France",2012,42,"Female",0,5,1,0,1,0,5,5,3,11,1,1,0,"2012"
"14713","France",2012,53,"Male",1,5,1,0,3,0,6,6,4,11,4,6,0,"2012"
"14722","France",2012,53,"Female",0,5,1,0,1,0,3,6,3,11,8,5,0,"2012"
"14732","France",2012,65,"Male",1,5,0,0,4,0,4,11,2,11,8,5,0,"2012"
"14752","France",2012,32,"Male",1,5,1,0,10,0,3,9,3,11,4,2,0,"2012"
"14772","France",2012,39,"Female",0,5,1,0,10,0,5,10,5,11,5,6,0,"2012"
"14782","France",2012,49,"Male",1,2,1,0,3,0,5,8,3,9,5,4,0,"2012"
"14802","France",2012,41,"Male",1,5,1,0,5,0,2,4,6,6,9,2,0,"2012"
"14813","France",2012,68,"Female",0,5,0,0,10,0,5,10,7,11,7,8,0,"2012"
"14832","France",2012,33,"Male",1,3,1,0,1,0,5,7,4,11,3,3,0,"2012"
"14862","France",2012,48,"Female",0,5,0,0,9,0,6,11,4,11,3,5,0,"2012"
"14872","France",2012,44,"Male",1,3,1,0,6,0,4,9,5,7,7,4,1,"2012"
"14882","France",2012,56,"Male",1,3,1,0,4,0,7,11,6,11,3,5,0,"2012"
"14892","France",2012,73,"Male",1,2,0,0,5,0,4,6,4,10,8,4,0,"2012"
"14902","France",2012,44,"Male",1,3,0,1,8,0,5,5,3,11,4,3,0,"2012"
"14913","France",2012,39,"Female",0,3,0,0,5,0,3,8,3,10,11,1,0,"2012"
"14922","France",2012,53,"Female",0,3,0,1,4,0,3,4,2,9,6,5,0,"2012"
"14932","France",2012,54,"Male",1,1,1,0,6,0,5,7,5,7,1,4,0,"2012"
"14942","France",2012,68,"Male",1,3,0,1,4,0,5,10,5,11,5,3,0,"2012"
"14982","France",2012,57,"Male",1,3,0,0,4,0,1,9,1,9,8,4,0,"2012"
"15002","France",2012,42,"Female",0,3,0,0,3,0,7,11,4,10,1,9,0,"2012"
"15013","France",2012,83,"Female",0,1,0,1,1,0,10,11,9,11,5,9,0,"2012"
"15032","France",2012,47,"Male",1,5,1,0,6,0,4,6,1,11,2,4,0,"2012"
"15042","France",2012,70,"Female",0,2,0,0,3,0,7,9,5,10,6,5,0,"2012"
"15082","France",2012,67,"Male",1,1,1,1,2,0,1,9,1,6,10,1,1,"2012"
"15092","France",2012,57,"Male",1,5,0,0,3,0,3,5,1,11,3,3,0,"2012"
"15103","France",2012,54,"Male",1,5,0,0,9,0,4,8,4,11,1,3,0,"2012"
"15113","France",2012,34,"Male",1,5,0,0,4,0,7,5,3,11,5,2,0,"2012"
"15162","France",2012,63,"Female",0,5,1,0,8,0,7,9,5,11,2,5,0,"2012"
"15172","France",2012,70,"Male",1,1,0,1,4,0,2,4,1,11,2,6,0,"2012"
"15192","France",2012,52,"Male",1,3,0,0,8,0,6,10,6,11,2,6,0,"2012"
"15213","France",2012,67,"Female",0,5,0,0,7,0,5,9,7,10,7,6,0,"2012"
"15222","France",2012,28,"Male",1,3,0,0,6,0,3,7,4,10,7,6,0,"2012"
"15232","France",2012,36,"Female",0,5,1,0,2,0,6,11,7,11,5,3,0,"2012"
"15252","France",2012,52,"Male",1,2,0,0,7,1,2,10,3,11,1,3,0,"2012"
"15262","France",2012,75,"Male",1,1,0,0,10,1,3,8,5,11,7,4,0,"2012"
"15272","France",2012,52,"Female",0,5,0,0,7,1,3,6,3,11,9,2,0,"2012"
"15282","France",2012,46,"Female",0,3,1,0,5,1,5,10,1,11,1,4,0,"2012"
"15292","France",2012,55,"Female",0,1,1,0,6,1,4,6,4,7,8,4,0,"2012"
"15302","France",2012,74,"Female",0,1,0,1,1,1,2,7,3,10,6,1,0,"2012"
"15313","France",2012,55,"Female",0,5,1,0,6,1,7,9,4,11,4,3,0,"2012"
"15322","France",2012,61,"Female",0,5,1,0,2,1,6,10,5,11,2,3,0,"2012"
"15332","France",2012,29,"Male",1,3,1,0,7,1,7,7,5,9,7,6,0,"2012"
"15342","France",2012,92,"Male",1,3,0,1,1,1,6,11,4,11,6,4,0,"2012"
"15352","France",2012,51,"Female",0,3,0,0,5,1,3,5,3,8,8,1,1,"2012"
"15362","France",2012,41,"Male",1,3,0,1,5,1,3,2,3,11,2,3,0,"2012"
"15372","France",2012,41,"Female",0,5,0,0,9,1,3,6,3,11,9,2,0,"2012"
"15382","France",2012,41,"Male",1,5,0,0,4,1,6,5,5,10,5,3,0,"2012"
"15392","France",2012,54,"Female",0,3,0,0,6,1,4,8,5,10,8,1,0,"2012"
"15432","France",2012,35,"Female",0,3,1,0,7,0,3,6,7,11,6,4,0,"2012"
"15442","France",2012,41,"Male",1,5,0,0,8,0,4,9,5,11,3,7,0,"2012"
"15452","France",2012,26,"Female",0,5,0,0,4,0,4,8,4,8,7,4,0,"2012"
"15462","France",2012,61,"Male",1,3,0,0,9,0,7,11,3,11,9,3,0,"2012"
"15472","France",2012,21,"Female",0,3,0,0,4,0,6,2,4,10,6,2,0,"2012"
"15482","France",2012,55,"Male",1,3,0,0,8,0,2,9,3,11,9,4,0,"2012"
"15513","France",2012,78,"Female",0,1,0,0,4,0,4,10,5,9,8,5,0,"2012"
"15562","France",2012,66,"Female",0,3,1,0,1,0,11,10,9,11,1,8,0,"2012"
"15572","France",2012,38,"Male",1,5,1,0,2,0,7,8,5,11,1,3,0,"2012"
"15582","France",2012,32,"Female",0,3,1,0,2,0,7,7,4,11,6,1,0,"2012"
"15602","France",2012,76,"Male",1,5,0,0,5,0,3,9,4,9,8,3,0,"2012"
"15613","France",2012,35,"Male",1,5,0,0,8,0,7,10,6,11,6,7,0,"2012"
"15622","France",2012,32,"Male",1,5,0,0,9,0,4,9,4,10,4,4,0,"2012"
"15642","France",2012,24,"Female",0,3,1,0,8,0,3,6,6,10,11,2,0,"2012"
"15682","France",2012,35,"Male",1,5,0,1,8,1,4,7,3,10,5,2,0,"2012"
"15692","France",2012,63,"Male",1,5,0,0,6,1,6,10,5,11,6,7,0,"2012"
"15702","France",2012,35,"Female",0,5,0,0,6,1,4,7,5,11,9,4,0,"2012"
"15713","France",2012,48,"Male",1,5,0,0,10,1,7,10,5,11,4,4,0,"2012"
"15722","France",2012,48,"Female",0,3,0,0,9,0,5,10,5,11,7,6,0,"2012"
"15742","France",2012,53,"Male",1,3,1,0,9,0,3,5,4,10,6,2,0,"2012"
"15752","France",2012,69,"Female",0,3,0,0,2,0,4,7,5,7,9,3,0,"2012"
"15782","France",2012,32,"Male",1,5,0,0,7,0,6,7,5,11,6,5,0,"2012"
"15802","France",2012,60,"Male",1,5,0,0,9,0,6,9,4,10,3,2,0,"2012"
"15822","France",2012,32,"Male",1,4,0,0,5,0,7,9,7,9,4,5,0,"2012"
"15872","France",2012,26,"Female",0,3,1,0,7,0,6,8,6,11,6,7,0,"2012"
"15913","France",2012,72,"Female",0,3,0,0,3,0,5,11,5,11,6,4,0,"2012"
"15922","France",2012,55,"Female",0,5,0,0,8,0,6,10,5,11,7,6,0,"2012"
"15952","France",2012,82,"Female",0,3,0,0,6,0,1,5,2,11,10,2,0,"2012"
"15972","France",2012,58,"Female",0,3,0,0,7,1,6,8,5,11,1,6,0,"2012"
"15992","France",2012,51,"Female",0,3,0,0,10,0,1,1,1,11,11,1,0,"2012"
"16013","France",2012,30,"Female",0,3,0,1,4,0,7,10,7,7,6,6,0,"2012"
"16042","France",2012,25,"Female",0,3,1,0,3,0,5,8,5,7,9,6,1,"2012"
"16052","France",2012,39,"Female",0,5,1,0,6,0,5,5,5,11,3,6,0,"2012"
"16082","France",2012,41,"Female",0,3,1,0,6,1,2,6,2,10,4,3,0,"2012"
"16103","France",2012,56,"Female",0,1,1,1,3,0,5,7,4,6,8,8,0,"2012"
"16113","France",2012,29,"Male",1,3,1,0,3,0,5,10,2,11,1,3,0,"2012"
"16122","France",2012,76,"Female",0,1,0,0,5,1,2,4,3,3,6,3,0,"2012"
"16142","France",2012,68,"Male",1,1,0,0,1,0,6,8,6,9,9,5,0,"2012"
"16152","France",2012,53,"Female",0,3,0,0,3,0,5,8,4,9,6,5,0,"2012"
"16232","France",2012,64,"Male",1,3,0,0,7,0,6,9,6,11,6,1,0,"2012"
"16242","France",2012,62,"Male",1,2,0,0,2,1,4,8,4,11,9,5,0,"2012"
"16252","France",2012,38,"Female",0,3,1,1,6,0,1,1,1,6,6,1,1,"2012"
"16262","France",2012,56,"Male",1,1,1,1,1,0,11,7,1,11,1,9,1,"2012"
"16272","France",2012,31,"Female",0,5,0,0,7,1,3,8,5,9,7,4,1,"2012"
"16282","France",2012,66,"Female",0,1,1,1,5,1,6,8,1,6,1,6,0,"2012"
"16292","France",2012,32,"Female",0,5,0,0,3,1,6,10,6,10,4,6,0,"2012"
"16302","France",2012,58,"Male",1,3,0,1,3,1,6,7,5,6,6,4,0,"2012"
"16313","France",2012,52,"Female",0,3,0,0,8,1,5,9,5,9,1,5,0,"2012"
"16322","France",2012,39,"Female",0,3,1,0,1,1,3,4,2,8,1,1,1,"2012"
"16332","France",2012,40,"Male",1,5,0,0,9,1,5,8,6,10,9,5,0,"2012"
"16352","France",2012,80,"Male",1,3,0,0,1,1,6,8,3,9,1,9,0,"2012"
"16362","France",2012,50,"Male",1,3,1,1,5,1,6,6,2,11,5,2,0,"2012"
"16382","France",2012,51,"Female",0,2,1,0,6,1,4,8,4,8,6,4,1,"2012"
"16392","France",2012,78,"Male",1,1,0,0,3,1,3,8,4,5,8,6,0,"2012"
"16402","France",2012,71,"Female",0,1,0,0,2,1,6,8,6,9,11,7,0,"2012"
"16452","France",2012,38,"Female",0,5,0,0,5,0,6,11,6,9,5,5,0,"2012"
"16462","France",2012,59,"Female",0,5,0,0,5,0,4,9,2,11,7,6,0,"2012"
"16472","France",2012,55,"Female",0,3,0,0,1,0,4,8,4,9,4,4,0,"2012"
"16492","France",2012,75,"Female",0,1,0,0,2,0,3,4,9,11,10,9,0,"2012"
"16513","France",2012,37,"Female",0,5,0,0,6,1,6,10,3,11,3,3,0,"2012"
"16522","France",2012,44,"Female",0,3,0,0,8,1,4,7,4,6,10,3,0,"2012"
"16552","France",2012,46,"Female",0,5,0,0,7,1,5,10,4,11,4,5,0,"2012"
"16582","France",2012,65,"Male",1,3,1,0,7,1,2,4,2,11,6,1,0,"2012"
"16592","France",2012,49,"Female",0,5,1,0,2,1,3,6,3,11,5,6,0,"2012"
"16622","France",2012,66,"Female",0,1,0,1,2,1,5,10,5,11,5,5,0,"2012"
"16642","France",2012,65,"Female",0,3,0,0,2,1,5,10,5,11,6,5,0,"2012"
"16662","France",2012,42,"Male",1,2,1,1,4,1,1,6,1,10,11,2,1,"2012"
"16672","France",2012,58,"Female",0,2,1,0,4,1,7,10,7,11,2,7,0,"2012"
"16682","France",2012,77,"Male",1,1,0,0,2,1,4,6,4,11,1,7,0,"2012"
"16692","France",2012,26,"Male",1,3,0,1,7,1,1,1,2,6,8,2,0,"2012"
"16702","France",2012,61,"Male",1,3,0,1,10,1,3,6,3,10,1,3,0,"2012"
"16713","France",2012,60,"Female",0,5,1,0,6,1,6,10,4,10,4,5,0,"2012"
"16722","France",2012,46,"Male",1,3,0,1,4,1,3,9,3,10,10,1,1,"2012"
"16742","France",2012,85,"Male",1,3,0,0,4,1,5,9,5,11,9,5,0,"2012"
"16762","France",2012,28,"Female",0,5,0,1,6,1,3,5,1,9,6,3,0,"2012"
"16772","France",2012,54,"Male",1,3,1,0,3,1,3,5,4,11,9,4,1,"2012"
"16792","France",2012,64,"Male",1,3,1,0,7,0,7,10,4,11,5,7,0,"2012"
"16842","France",2012,50,"Male",1,5,1,0,2,0,5,7,5,10,4,6,0,"2012"
"16862","France",2012,70,"Female",0,4,0,0,6,1,2,5,2,6,8,3,0,"2012"
"16892","France",2012,77,"Female",0,5,0,0,6,0,1,9,1,11,4,7,0,"2012"
"16902","France",2012,46,"Female",0,3,1,0,1,0,1,1,1,10,10,1,1,"2012"
"16913","France",2012,27,"Female",0,3,1,0,1,0,6,10,5,9,1,6,0,"2012"
"16922","France",2012,56,"Female",0,3,1,0,3,0,4,9,5,11,11,6,0,"2012"
"16942","France",2012,92,"Female",0,2,0,0,4,1,6,3,7,11,6,9,1,"2012"
"16952","France",2012,34,"Male",1,3,0,0,6,1,2,7,4,7,10,6,0,"2012"
"16962","France",2012,67,"Male",1,5,0,1,3,1,5,11,3,11,4,3,0,"2012"
"16972","France",2012,36,"Male",1,5,0,0,6,1,5,10,5,11,3,3,0,"2012"
"16992","France",2012,63,"Male",1,2,1,1,1,1,1,7,3,11,11,1,1,"2012"
"17002","France",2012,24,"Female",0,5,0,0,9,1,6,10,7,11,8,8,0,"2012"
"17013","France",2012,27,"Female",0,5,0,1,6,1,6,9,3,11,6,2,0,"2012"
"17032","France",2012,66,"Male",1,1,1,0,3,1,7,11,4,11,5,8,0,"2012"
"17042","France",2012,54,"Female",0,3,1,0,3,1,3,9,5,9,9,6,0,"2012"
"17072","France",2012,85,"Male",1,1,0,0,2,0,1,8,1,9,11,1,1,"2012"
"17082","France",2012,51,"Male",1,5,1,0,5,0,3,10,3,11,6,4,0,"2012"
"17092","France",2012,60,"Male",1,5,0,0,6,0,3,2,6,11,5,7,0,"2012"
"17132","France",2012,22,"Male",1,5,0,0,2,0,7,10,5,11,9,4,0,"2012"
"17142","France",2012,38,"Male",1,3,1,0,7,1,1,3,1,11,9,1,1,"2012"
"17152","France",2012,68,"Female",0,5,1,0,1,0,1,1,1,3,6,1,0,"2012"
"17182","France",2012,59,"Female",0,5,0,0,9,0,6,8,7,9,9,6,0,"2012"
"17202","France",2012,36,"Male",1,3,0,0,3,0,1,1,1,1,6,1,0,"2012"
"17213","France",2012,66,"Female",0,1,1,1,1,0,1,8,4,9,10,4,1,"2012"
"17222","France",2012,32,"Male",1,5,1,0,6,1,6,10,4,11,3,4,0,"2012"
"17232","France",2012,59,"Male",1,3,0,0,5,1,4,10,5,11,6,1,0,"2012"
"17252","France",2012,65,"Female",0,2,0,0,2,1,3,7,4,9,10,4,1,"2012"
"17262","France",2012,31,"Female",0,5,0,0,3,1,7,9,6,11,11,5,0,"2012"
"17272","France",2012,58,"Male",1,4,0,0,2,1,7,8,5,10,6,5,0,"2012"
"17282","France",2012,38,"Male",1,3,1,0,6,0,3,5,3,6,8,2,0,"2012"
"17302","France",2012,72,"Male",1,1,0,0,3,0,6,8,8,7,11,7,0,"2012"
"17313","France",2012,44,"Male",1,3,1,1,2,1,4,8,5,9,3,2,0,"2012"
"17322","France",2012,58,"Female",0,5,0,0,8,1,3,7,5,11,8,6,0,"2012"
"17332","France",2012,69,"Male",1,3,1,1,5,0,7,5,4,11,5,3,0,"2012"
"17342","France",2012,24,"Male",1,5,1,0,5,0,9,8,5,11,5,4,0,"2012"
"17352","France",2012,69,"Female",0,3,0,0,2,0,5,9,5,11,6,5,0,"2012"
"17362","France",2012,36,"Female",0,3,1,1,1,0,2,8,3,6,7,1,0,"2012"
"17372","France",2012,62,"Female",0,1,1,1,5,0,6,9,7,9,9,5,0,"2012"
"17392","France",2012,53,"Female",0,1,1,1,2,0,2,4,6,8,6,2,0,"2012"
"17402","France",2012,70,"Female",0,5,0,0,3,0,4,8,4,9,8,3,0,"2012"
"17413","France",2012,53,"Male",1,3,0,1,7,0,1,10,1,11,8,5,0,"2012"
"17422","France",2012,49,"Male",1,1,1,1,5,0,2,4,2,7,6,2,0,"2012"
"17432","France",2012,69,"Male",1,5,0,0,9,0,8,2,7,11,3,7,0,"2012"
"17442","France",2012,61,"Male",1,3,1,0,4,1,6,10,6,9,9,4,0,"2012"
"17452","France",2012,45,"Female",0,5,1,0,6,1,6,11,4,11,6,6,0,"2012"
"17482","France",2012,31,"Male",1,5,0,1,7,1,1,7,3,11,11,6,0,"2012"
"17513","France",2012,54,"Female",0,1,0,0,1,1,4,7,4,6,3,4,0,"2012"
"17522","France",2012,57,"Female",0,5,1,0,4,0,4,5,5,10,9,5,0,"2012"
"17542","France",2012,53,"Male",1,1,0,0,2,1,6,8,4,7,8,5,1,"2012"
"17552","France",2012,73,"Female",0,5,0,0,9,1,8,11,6,11,3,5,0,"2012"
"17562","France",2012,69,"Male",1,1,0,1,4,1,6,8,6,6,6,7,0,"2012"
"17572","France",2012,57,"Female",0,3,1,0,5,1,6,8,5,8,6,5,0,"2012"
"17582","France",2012,47,"Female",0,3,0,0,6,1,3,6,5,8,9,6,0,"2012"
"17592","France",2012,67,"Female",0,3,0,0,8,1,5,9,4,11,3,4,0,"2012"
"17602","France",2012,31,"Female",0,5,1,0,1,0,3,6,3,9,2,5,0,"2012"
"17613","France",2012,31,"Male",1,5,0,0,5,0,7,2,5,9,4,4,0,"2012"
"17622","France",2012,59,"Male",1,3,0,0,7,0,4,8,3,11,2,6,0,"2012"
"17632","France",2012,22,"Male",1,3,0,1,1,0,7,11,4,10,8,8,1,"2012"
"17642","France",2012,61,"Male",1,5,0,0,4,0,4,8,4,11,5,2,0,"2012"
"17652","France",2012,59,"Female",0,3,0,0,2,1,5,11,4,11,1,6,0,"2012"
"17682","France",2012,46,"Female",0,3,1,1,4,1,2,6,3,10,8,3,0,"2012"
"17692","France",2012,81,"Female",0,2,0,1,1,1,3,8,2,6,6,4,0,"2012"
"17713","France",2012,61,"Male",1,3,0,0,7,0,4,7,5,8,8,4,0,"2012"
"17722","France",2012,75,"Male",1,1,0,0,7,0,1,9,3,11,6,1,0,"2012"
"17752","France",2012,50,"Female",0,3,0,1,2,1,5,7,4,4,5,4,0,"2012"
"17762","France",2012,30,"Male",1,3,1,1,1,1,3,5,1,9,2,3,0,"2012"
"17792","France",2012,61,"Male",1,3,0,1,5,0,4,5,1,11,3,1,0,"2012"
"17802","France",2012,54,"Male",1,3,1,1,2,1,4,8,1,9,2,2,0,"2012"
"17822","France",2012,36,"Female",0,3,1,1,4,1,3,7,3,9,6,4,0,"2012"
"17832","France",2012,50,"Female",0,5,0,0,8,1,3,5,3,9,8,3,0,"2012"
"17842","France",2012,64,"Female",0,1,0,0,2,1,4,7,3,4,4,3,0,"2012"
"17862","France",2012,58,"Female",0,2,1,0,1,0,2,9,3,8,7,2,1,"2012"
"17872","France",2012,37,"Male",1,3,1,0,1,0,4,6,4,10,5,3,0,"2012"
"17882","France",2012,46,"Male",1,5,0,1,7,1,1,8,4,8,8,2,1,"2012"
"17902","France",2012,48,"Female",0,3,1,1,3,1,1,5,1,5,5,1,1,"2012"
"17942","France",2012,62,"Female",0,5,1,0,8,0,4,11,4,11,7,4,0,"2012"
"17992","France",2012,52,"Female",0,5,0,0,9,1,2,4,1,11,9,2,1,"2012"
"18022","France",2012,64,"Male",1,1,0,1,2,0,8,8,6,7,4,6,0,"2012"
